ISO Codes,Title
ISO 14644-9:2022,Cleanrooms and associated controlled environments — Part 9: Assessment of surface cleanliness for particle concentration
ISO 14644-10:2022,Cleanrooms and associated controlled environments — Part 10: Assessment of surface cleanliness for chemical contamination
ISO 14644-17:2021,Cleanrooms and associated controlled environments — Part 17: Particle deposition rate applications
ISO 14644-18:2023,Cleanrooms and associated controlled environments — Part 18: Assessment of suitability of consumables
ISO 14698-2:2003,/Cor 1:2004Cleanrooms and associated controlled environments — Biocontamination control — Part 2: Evaluation and interpretation of biocontamination data — Technical Corrigendum 1
ISO 5409:2024,Stationary source emissions — Chemical absorption method for sampling and determining mercury species in flue gas
ISO 7934:1989,/Amd 1:1998Stationary source emissions — Determination of the mass concentration of sulfur dioxide — Hydrogen peroxide/barium perchlorate/Thorin method — Amendment 1
ISO 7935:2024,Stationary source emissions — Determination of the mass concentration of sulfur dioxide in flue gases — Performance characteristics of automated measuring systems
ISO 10155:1995,"/Cor 1:2002Stationary source emissions — Automated monitoring of mass concentrations of particles — Performance characteristics, test methods and specifications — Technical Corrigendum 1"
ISO 10849:2022,Stationary source emissions — Determination of the mass concentration of nitrogen oxides in flue gas — Performance characteristics of automated measuring systems
ISO 11564:1998,/Cor 1:2000Stationary source emissions — Determination of the mass concentration of nitrogen oxides — Naphthylethylenediamine photometric method — Technical Corrigendum 1
ISO 12141:2024,Stationary source emissions — Determination of low range mass concentration of dust — Manual gravimetric method
ISO 13271:2012,"/Amd 1:2025Stationary source emissions — Determination of PM10/PM2,5 mass concentration in flue gas — Measurement at higher concentrations by use of virtual impactors — Amendment 1"
ISO 15259:2023,"Air quality — Measurement of stationary source emissions — Requirements for measurement sections and sites and for the measurement objective, plan and report"
ISO 19694-1:2021,Stationary source emissions — Determination of greenhouse gas emissions in energy-intensive industries — Part 1: General aspects
ISO 19694-3:2023,Stationary source emissions — Determination of greenhouse gas emissions in energy-intensive industries — Part 3: Cement industry
ISO 19694-4:2023,Stationary source emissions — Determination of greenhouse gas emissions in energy-intensive industries — Part 4: Aluminium industry
ISO 19694-5:2023,Stationary source emissions — Determination of greenhouse gas emissions in energy-intensive industries — Part 5: Lime industry
ISO 19694-6:2023,Stationary source emissions — Determination of greenhouse gas emissions in energy-intensive industries — Part 6: Ferroalloys and silicon industry
ISO 19694-7:2024,Stationary source emissions — Determination of greenhouse gas emissions in energy-intensive industries — Part 7: Semiconductor and display industries
ISO 20181:2023,Stationary source emissions — Quality assurance of automated measuring systems
ISO 21741:2020,Stationary source emissions — Sampling and determination of mercury compounds in flue gas using gold amalgamation trap
ISO 6460-1:2022,Motorcycles — Measurement method for gaseous exhaust emissions and fuel consumption — Part 1: General test requirements
ISO 6460-3:2007,/Amd 1:2015Motorcycles — Measurement method for gaseous exhaust emissions and fuel consumption — Part 3: Fuel consumption measurement at a constant speed — Amendment 1
ISO 6460-3:2007,/Amd 2:2022Motorcycles — Measurement method for gaseous exhaust emissions and fuel consumption — Part 3: Fuel consumption measurement at a constant speed — Amendment 2
ISO 8178-2:2021,Reciprocating internal combustion engines — Exhaust emission measurement — Part 2: Measurement of gaseous and particulate exhaust emissions under field conditions
ISO 15031-3:2023,Road vehicles — Communication between vehicle and external equipment for emissions-related diagnostics — Part 3: Diagnostic connector and related electrical circuits: Specification and use
ISO 17479:2013,/Amd 1:2020Motorcycles — Measurement methods for gaseous exhaust emissions during inspection or maintenance — Amendment 1
ISO 23795-1:2022,Intelligent transport systems — Extracting trip data using nomadic and mobile devices for estimating C02 emissions — Part 1: Fuel consumption determination for fleet management
ISO 23795-2:2024,Intelligent transport systems — Extracting trip data using nomadic and mobile devices for estimating CO2 emissions — Part 2: Information provision for eco-friendly driving behaviour
ISO 23742:2024,Test method for the evaluation of permeability and filtration efficiency distribution of bag filter medium
ISO 6107:2021,Water quality — Vocabulary
ISO 8466-1:2021,Water quality — Calibration and evaluation of analytical methods — Part 1: Linear calibration function
ISO 9111:2024,Water reuse in urban areas — Guidelines for benefit evaluation of reclaimed water use
ISO 9784:2024,Guidelines for biological filtration of secondary effluent for water reuse
ISO 13205:2024,Marine technology — Seawater desalination — Vocabulary
ISO 14002-2:2023,Environmental management systems — Guidelines for using ISO 14001 to address environmental aspects and conditions within an environmental topic area — Part 2: Water
ISO 14017:2022,Environmental management — Requirements with guidance for verification and validation of water statements
ISO 16075-1:2020,Guidelines for treated wastewater use for irrigation projects — Part 1: The basis of a reuse project for irrigation
ISO 16075-2:2020,Guidelines for treated wastewater use for irrigation projects — Part 2: Development of the project
ISO 16075-3:2021,Guidelines for treated wastewater use for irrigation projects — Part 3: Components of a reuse project for irrigation
ISO 16075-4:2021,Guidelines for treated wastewater use for irrigation projects — Part 4: Monitoring
ISO 16075-5:2021,Guidelines for treated wastewater use for irrigation projects — Part 5: Treated wastewater disinfection and equivalent treatments
ISO 16075-6:2023,Guidelines for treated wastewater use for irrigation projects — Part 6: Fertilization
ISO 17273:2024,Waste management and reduction from aquaculture facilities in natural water bodies — Principles and guidelines
ISO 20468-4:2021,Guidelines for performance evaluation of treatment technologies for water reuse systems — Part 4: UV Disinfection
ISO 20468-5:2021,Guidelines for performance evaluation of treatment technologies for water reuse systems — Part 5: Membrane filtration
ISO 20468-6:2021,Guidelines for performance evaluation of treatment technologies for water reuse systems — Part 6: Ion exchange and electrodialysis
ISO 20468-7:2021,Guidelines for performance evaluation of treatment technologies for water reuse systems — Part 7: Advanced oxidation processes technology
ISO 20468-8:2022,Guidelines for performance evaluation of treatment technologies for water reuse systems — Part 8: Evaluation of treatment systems based on life cycle cost
ISO 20468-9:2025,Performance evaluation of treatment technologies for water reuse systems — Part 9: Guidelines and requirements for electro-chlorination
ISO 20670:2023,Water reuse — Vocabulary
ISO 21939-2:2023,Method to calculate and express energy consumption of industrial wastewater treatment for the purpose of water reuse — Part 2: Accounting for energy recovery
ISO 22519:2023,Membrane-based generation of water for injection (WFI)
ISO 23056:2020,Water reuse in urban areas — Guidelines for decentralized/onsite water reuse system — Design principles of a decentralized/onsite system
ISO 23070:2020,Water Reuse in Urban Areas — Guidelines for reclaimed water treatment: Design principles of a RO treatment system of municipal wastewater
ISO 23446:2021,Marine technology — Product water quality of seawater reverse osmosis (RO) desalination — Guidelines for municipal water supply
ISO 24297:2022,Guidelines for treatment and reuse of leachate from municipal solid waste (MSW) incineration plants
ISO 24416:2022,Water reuse in urban areas — Guidelines for water reuse safety evaluation — Stability evaluation of reclaimed water
ISO 24528:2021,"Service activities relating to drinking water supply, wastewater and stormwater systems — Guideline for a water loss investigation of drinking water distribution networks"
ISO 24566-1:2023,"Drinking water, wastewater and storm water systems and services — Adaptation of water services to climate change impacts — Part 1: Assessment principles"
ISO 24566-2:2024,"Drinking water, wastewater and stormwater systems and services — Adaptation of water services to climate change impacts — Part 2: Stormwater services"
ISO 24575:2023,General principles and guidelines for cost analysis in planning of decentralized wastewater treatment and/or reuse
ISO 24591-1:2024,Smart water management — Part 1: General guidelines and governance
ISO 24591-2:2024,Smart water management — Part 2: Data management guidelines
ISO 24595:2024,"Drinking water, wastewater and stormwater systems and services — Guidelines for the provision of alternative water service for essential facilities during a crisis"
ISO 46001:2019,/Amd 1:2024Water efficiency management systems — Requirements with guidance for use — Amendment 1: Climate action changes
ISO 24510:2024,Activities relating to drinking water and wastewater services — Guidelines for the assessment and for the improvement of the service to users
ISO 24512:2024,Activities relating to drinking water and wastewater services — Guidelines for the management of drinking water utilities and for the assessment of drinking water services
ISO 24525:2022,"Drinking water, wastewater and stormwater systems and services — Operation and maintenance of on-site domestic wastewater services"
ISO 24528:2021,"Service activities relating to drinking water supply, wastewater and stormwater systems — Guideline for a water loss investigation of drinking water distribution networks"
ISO 24540:2023,Principles for effective and efficient corporate governance of water utilities
ISO 24596:2024,"Drinking water, wastewater and stormwater systems and services — Guidelines for the planning and implementation of infrastructure hardening for water and wastewater systems"
ISO 4789:2023,Guidelines for wastewater treatment and reuse in thermal power plants
ISO 16075-1:2020,Guidelines for treated wastewater use for irrigation projects — Part 1: The basis of a reuse project for irrigation
ISO 16075-2:2020,Guidelines for treated wastewater use for irrigation projects — Part 2: Development of the project
ISO 16075-3:2021,Guidelines for treated wastewater use for irrigation projects — Part 3: Components of a reuse project for irrigation
ISO 16075-4:2021,Guidelines for treated wastewater use for irrigation projects — Part 4: Monitoring
ISO 16075-5:2021,Guidelines for treated wastewater use for irrigation projects — Part 5: Treated wastewater disinfection and equivalent treatments
ISO 16075-6:2023,Guidelines for treated wastewater use for irrigation projects — Part 6: Fertilization
ISO 21939-2:2023,Method to calculate and express energy consumption of industrial wastewater treatment for the purpose of water reuse — Part 2: Accounting for energy recovery
ISO 24510:2024,Activities relating to drinking water and wastewater services — Guidelines for the assessment and for the improvement of the service to users
ISO 24511:2024,Activities relating to drinking water and wastewater services — Guidelines for the management of wastewater utilities and for the assessment of wastewater services
ISO 24521:2025,"Drinking water, wastewater and stormwater systems and services — Management of on-site domestic wastewater services"
ISO 24525:2022,"Drinking water, wastewater and stormwater systems and services — Operation and maintenance of on-site domestic wastewater services"
ISO 24540:2023,Principles for effective and efficient corporate governance of water utilities
ISO 24596:2024,"Drinking water, wastewater and stormwater systems and services — Guidelines for the planning and implementation of infrastructure hardening for water and wastewater systems"
ISO 5667-26:2022,Water quality — Sampling — Part 26: Guidance on sampling for the parameters of the oceanic carbon dioxide system
ISO 5667-27:2025,Water quality — Sampling — Part 27: Guidance on sampling for microplastics in water
ISO 7393-1:1985,"/Cor 1:2001Water quality — Determination of free chlorine and total chlorine — Part 1: Titrimetric method using N,N-diethyl-1,4-phenylenediamine — Technical Corrigendum 1"
ISO 7875-1:1996,/Cor 1:2003Water quality — Determination of surfactants — Part 1: Determination of anionic surfactants by measurement of the methylene blue index (MBAS) — Technical Corrigendum 1
ISO 10304-1:2007,"/Cor 1:2010Water quality — Determination of dissolved anions by liquid chromatography of ions — Part 1: Determination of bromide, chloride, fluoride, nitrate, nitrite, phosphate and sulfate — Technical Corrigendum 1"
ISO 10304-4:2022,"Water quality — Determination of dissolved anions by liquid chromatography of ions — Part 4: Determination of chlorate, chloride and chlorite in water with low contamination"
ISO 16588:2002,/Amd 1:2004Water quality — Determination of six complexing agents — Gas-chromatographic method — Amendment 1
ISO 17294-1:2024,Water quality — Application of inductively coupled plasma mass spectrometry (ICP-MS) — Part 1: General requirements
ISO 17294-2:2023,Water quality — Application of inductively coupled plasma mass spectrometry (ICP-MS) — Part 2: Determination of selected elements including uranium isotopes
ISO 20236:2024,"Water quality — Determination of total organic carbon (TOC), dissolved organic carbon (DOC), total bound nitrogen (TNb) and dissolved bound nitrogen (DNb) after high temperature catalytic oxidative combustion"
ISO 20596-2:2021,Water quality — Determination of cyclic volatile methylsiloxanes in water — Part 2: Method using liquid-liquid extraction with gas chromatography-mass spectrometry (GC-MS)
ISO 21793:2020,"Water quality — Determination of total organic carbon (TOC), dissolved organic carbon (DOC), total bound nitrogen (TNb), dissolved bound nitrogen (DNb), total bound phosphorus (TPb) and dissolved bound phosphorus (DPb) after wet chemical catalysed ozone hydroxyl radical oxidation (COHR)"
ISO 21863:2020,Water quality — Determination of alkylmercury compounds in water — Method using gas chromatography-mass spectrometry (GC-MS) after phenylation and solvent extraction
ISO 22066:2020,"Water quality — Determination of total cyanide — Method using segmented flow injection, in-line ultraviolet digestion analysis by gas diffusion and amperometric detection"
ISO 22104:2021,Water quality — Determination of microcystins — Method using liquid chromatography and tandem mass spectrometry (LC-MS/MS)
ISO 22743:2006,/Cor 1:2007Water quality — Determination of sulfates — Method by continuous flow analysis (CFA) — Technical Corrigendum 1
ISO 23256:2023,Water quality — Detection of selected congeners of polychlorinated dibenzo-p-dioxins and polychlorinated biphenyls — Method using a flow immunosensor technique
ISO 23695:2023,Water quality — Determination of ammonium nitrogen in water — Small-scale sealed tube method
ISO 23696-1:2023,Water quality — Determination of nitrate in water using small-scale sealed tubes — Part 1: Dimethylphenol colour reaction
ISO 23696-2:2023,Water quality — Determination of nitrate in water using small-scale sealed tubes — Part 2: Chromotropic acid colour reaction
ISO 23697-1:2023,Water quality — Determination of total bound nitrogen (ST-TNb) in water using small-scale sealed tubes — Part 1: Dimethylphenol colour reaction
ISO 23697-2:2023,Water quality — Determination of total bound nitrogen (ST-TNb) in water using small-scale sealed tubes — Part 2: Chromotropic acid colour reaction
ISO 24384:2024,Water quality — Determination of chromium(VI) and chromium(III) in water — Method using liquid chromatography with inductively coupled plasma mass spectrometry (LC-ICP-MS) after chelating pretreatment
ISO 4685:2024,Water quality — Radium 226 — Test method using ICP-MS
ISO 4702:2024,Water quality — Zirconium 93 — Test method using ICP-MS
ISO 4717:2024,Water quality — Protactinium 231 — Test method using ICP-MS
ISO 4721:2024,Water quality — Strontium 90 — Test method using ICP-MS
ISO 4722-1:2023,Water quality — Thorium 232 — Part 1: Test method using alpha spectrometry
ISO 4722-2:2024,Water quality — Thorium 232 — Part 2: Test method using ICP-MS
ISO 4723:2023,Water quality — Actinium-227 — Test method using alpha-spectrometry
ISO 10703:2021,Water quality — Gamma-ray emitting radionuclides — Test method using high resolution gamma-ray spectrometry
ISO 13162:2021,Water quality — Carbon 14 — Test method using liquid scintillation counting
ISO 13163:2021,Water quality — Lead-210 — Test method using liquid scintillation counting
ISO 13164-4:2023,Water quality — Radon-222 — Part 4: Test method using two-phase liquid scintillation counting
ISO 13165-1:2022,Water quality — Radium-226 — Part 1: Test method using liquid scintillation counting
ISO 13165-2:2022,Water quality — Radium-226 — Part 2: Test method using emanometry
ISO 13165-3:2024,Water quality — Radium-226 — Part 3: Test method using coprecipitation and gamma-ray spectrometry
ISO 13167:2023,"Water quality — Plutonium, americium, curium and neptunium — Test method using alpha spectrometry"
ISO 13168:2023,Water quality — Simultaneous determination of tritium and carbon 14 activities — Test method using liquid scintillation counting
ISO 22515:2021,Water quality — Iron-55 — Test method using liquid scintillation counting
ISO 23655-1:2022,Water quality — Nickel-59 and nickel-63 — Part 1: Test method using liquid scintillation counting
ISO 23655-2:2022,Water quality — Nickel-59 and nickel-63 — Part 2: Test method using ICP-MS
ISO 4979:2023,Water quality — Aquatic toxicity test based on root re-growth in Lemna minor
ISO 10253:2024,Water quality — Marine algal growth inhibition test with Skeletonema sp. and Phaeodactylum tricornutum
ISO 11348-1:2007,/Amd 1:2018Water quality — Determination of the inhibitory effect of water samples on the light emission of Vibrio fischeri (Luminescent bacteria test) — Part 1: Method using freshly prepared bacteria — Amendment 1
ISO 11348-2:2007,/Amd 1:2018Water quality — Determination of the inhibitory effect of water samples on the light emission of Vibrio fischeri (Luminescent bacteria test) — Part 2: Method using liquid-dried bacteria — Amendment 1
ISO 11348-3:2007,/Amd 1:2018Water quality — Determination of the inhibitory effect of water samples on the light emission of Vibrio fischeri (Luminescent bacteria test) — Part 3: Method using freeze-dried bacteria — Amendment 1
ISO 21427-2:2006,/Cor 1:2009Water quality — Evaluation of genotoxicity by measurement of the induction of micronuclei — Part 2: Mixed population method using the cell line V79 — Technical Corrigendum 1
ISO 23196:2022,Water quality — Calculation of biological equivalence (BEQ) concentrations
ISO 20466:2024,Guidance for performance grading of recovered reverse osmosis (RO) membranes for water reuse
ISO 31120-1:2022,Road vehicles — Injection water — Part 1: Quality requirements
ISO 11074:2025,Soil quality — Vocabulary
ISO 18589-2:2022,"Measurement of radioactivity in the environment — Soil — Part 2: Guidance for the selection of the sampling strategy, sampling and pre-treatment of samples"
ISO 18589-3:2023,Measurement of radioactivity in the environment — Soil — Part 3: Test method of gamma-emitting radionuclides using gamma-ray spectrometry
ISO 23400:2021,Guidelines for the determination of organic carbon and nitrogen stocks and their variations in mineral soils at field scale
ISO 23992:2022,Soil quality — Framework for detailed recording and monitoring of changes in dynamic soil properties
ISO 24212:2024,Remediation techniques applied at contaminated sites
ISO 28258:2013,/Amd 1:2019Soil quality — Digital exchange of soil-related data — Amendment 1
ISO 4974:2023,Soil quality — Guidance on soil temperature measurement
ISO 18386:2025,Soil quality — Screening method for soil temperature — Measurement by infrared (IR) thermometer
ISO 18400-301:2023,Soil quality — Sampling — Part 301: Sampling and on site semi-quantitative determinations of volatile organic compounds in field investigations
ISO 21268-5:2023,Soil quality — Leaching procedures for subsequent chemical and ecotoxicological testing of soil and soil-like materials — Part 5: Batch test with forced aerobic or anaerobic conditions
ISO 23611-2:2024,Soil quality — Sampling of soil invertebrates — Part 2: Sampling and extraction of micro-arthropods (Collembola and Acarina)
ISO 23611-4:2022,"Soil quality — Sampling of soil invertebrates — Part 4: Sampling, extraction and identification of soil-inhabiting nematodes"
ISO 23611-5:2024,Soil quality — Sampling of soil invertebrates — Part 5: Sampling and extraction of soil macro-invertebrates
ISO 5120:2023,Soil quality — Determination of perchlorate in soil using liquid chromatography-tandem mass spectrometry (LC-MS/MS)
ISO 10390:2021,"Soil, treated biowaste and sludge – Determination of pH"
ISO 11916-3:2021,Soil quality — Determination of selected explosives and related compounds — Part 3: Method using liquid chromatography-tandem mass spectrometry (LC-MS/MS)
ISO 12404:2021,Soil and waste — Guidance on the selection and application of screening methods
ISO 13536:2024,"Soil quality — Determination of the potential cation exchange capacity and exchangeable cations using barium chloride solution buffered at pH = 8,1"
ISO 16558-1:2015,/Amd 1:2020Soil quality — Risk-based petroleum hydrocarbons — Part 1: Determination of aliphatic and aromatic fractions of volatile petroleum hydrocarbons using gas chromatography (static headspace method) — Amendment 1
ISO 17505:2025,"Soil and waste characterization — Temperature dependent differentiation of total carbon (TOC400, ROC, TIC900)"
ISO 18475:2023,Environmental solid matrices — Determination of polychlorinated biphenyls (PCB) by gas chromatography - mass selective detection (GC-MS) or electron-capture detection (GC-ECD)
ISO 22036:2024,Environmental solid matrices — Determination of elements using inductively coupled plasma optical emission spectrometry (ICP-OES)
ISO 23646:2022,Soil quality — Determination of organochlorine pesticides by gas chromatography with mass selective detection (GC-MS) and gas chromatography with electron-capture detection (GC-ECD)
ISO 54321:2020,"Soil, treated biowaste, sludge and waste — Digestion of aqua regia soluble fractions of elements"
ISO 11265:1994,/Cor 1:1996Soil quality — Determination of the specific electrical conductivity — Technical Corrigendum 1
ISO 11271:2022,Soil quality — Determination of redox potential — Field method
ISO 11277:2020,/Amd 1:2024Soil quality — Determination of particle size distribution in mineral soil material — Method by sieving and sedimentation — Amendment 1
ISO 11465:1993,/Cor 1:1994Soil quality — Determination of dry matter and water content on a mass basis — Gravimetric method — Technical Corrigendum 1
ISO 17892-1:2014,/Amd 1:2022Geotechnical investigation and testing — Laboratory testing of soil — Part 1: Determination of water content — Amendment 1
ISO 17892-12:2018,/Amd 1:2021Geotechnical investigation and testing — Laboratory testing of soil — Part 12: Determination of liquid and plastic limits — Amendment 1
ISO 17892-12:2018,/Amd 2:2022Geotechnical investigation and testing — Laboratory testing of soil — Part 12: Determination of liquid and plastic limits — Amendment 2
ISO 18674-3:2017,/Amd 1:2020Geotechnical investigation and testing — Geotechnical monitoring by field instrumentation — Part 3: Measurement of displacements across a line: Inclinometers — Amendment 1
ISO 8259:2024,Soil quality — Bioaccessibility of organic and inorganic pollutants from contaminated soil and soil-like materials
ISO 11063:2020,Soil quality — Direct extraction of soil DNA
ISO 11267:2023,Soil quality — Inhibition of reproduction of Collembola (Folsomia candida) by soil contaminants
ISO 11268-2:2023,Soil quality — Effects of pollutants on earthworms — Part 2: Determination of effects on reproduction of Eisenia fetida/Eisenia andrei and other earthworm species
ISO 16387:2023,Soil quality — Effects of contaminants on Enchytraeidae (Enchytraeus sp.) — Determination of effects on reproduction
ISO 17126:2024,Soil quality — Determination of the effects of pollutants on soil flora — Screening test for emergence of lettuce seedlings (Lactuca sativa L.)
ISO 18187:2024,Soil quality — Contact test for solid samples using the dehydrogenase activity of Arthrobacter globiformis
ISO 23265:2022,Soil quality — Test for estimating organic matter decomposition in contaminated soil
ISO 23611-2:2024,Soil quality — Sampling of soil invertebrates — Part 2: Sampling and extraction of micro-arthropods (Collembola and Acarina)
ISO 23611-4:2022,"Soil quality — Sampling of soil invertebrates — Part 4: Sampling, extraction and identification of soil-inhabiting nematodes"
ISO 23611-5:2024,Soil quality — Sampling of soil invertebrates — Part 5: Sampling and extraction of soil macro-invertebrates
ISO 23753-1:2019,/Amd 1:2020Soil quality — Determination of dehydrogenases activity in soils — Part 1: Method using triphenyltetrazolium chloride (TTC) — Amendment 1
ISO 23753-2:2019,/Amd 1:2020Soil quality — Determination of dehydrogenases activity in soils — Part 2: Method using iodotetrazolium chloride (INT) — Amendment 1
ISO 24032:2021,Soil quality — In situ caging of snails to assess bioaccumulation of contaminants
ISO 16586:2003,/Cor 1:2009Soil quality — Determination of soil water content as a volume fraction on the basis of known dry bulk density — Gravimetric method — Technical Corrigendum 1
ISO 6021:2024,Firebrand generator
ISO 16733-1:2024,Fire safety engineering — Selection of design fire scenarios and design fires — Part 1: Selection of design fire scenarios
ISO 19702:2024,Sampling and analysis of toxic gases and vapours in fire effluents using Fourier Transform Infrared (FTIR) spectroscopy
ISO 20414:2020,Fire safety engineering — Verification and validation protocol for building fire evacuation models
ISO 20710-1:2022,Fire safety engineering — Active fire protection systems — Part 1: General principles
ISO 24678-2:2022,Fire safety engineering — Requirements governing algebraic formulae — Part 2: Fire plume
ISO 24678-3:2022,Fire safety engineering — Requirements governing algebraic formulae — Part 3: Ceiling jet flows
ISO 24678-4:2023,Fire safety engineering — Requirements governing algebraic formulae — Part 4: Smoke layers
ISO 24678-5:2023,Fire safety engineering — Requirements governing algebraic formulae — Part 5: Vent flows
ISO 24678-9:2022,Fire safety engineering — Requirements governing algebraic formulae — Part 9: Ejected flame from an opening
ISO 26367-3:2022,Guidelines for assessing the adverse environmental impact of fire effluents — Part 3: Sampling and analysis
ISO 3500:2005,/Amd 1:2010Gas cylinders — Seamless steel CO2 cylinders for fixed fire-fighting installations on ships — Amendment 1
ISO 6183:2022,Fire protection equipment — Carbon dioxide extinguishing systems for use on premises — Design and installation
ISO 7076-6:2024,Fire protection — Foam fire extinguishing systems — Part 6: Vehicle-mounted compressed air foam systems
ISO 7203-4:2022,Fire extinguishing media — Foam concentrates — Part 4: Specification for Class A foam concentrates for application on Class A fires
ISO 7204:2023,Specification for wetting agents for application on Class A fires
ISO 14520-1:2023,Gaseous fire-extinguishing systems — Physical properties and system design — Part 1: General requirements
ISO 14520-5:2024,Gaseous fire-extinguishing systems — Physical properties and system design — Part 5: FK-5-1-12 extinguishant
ISO 14520-17:2022,Gaseous fire-extinguishing systems — Physical properties and system design — Part 17:  Halocarbon Blend 55
ISO 14557:2021,Fire-fighting hoses — Rubber and plastics suction hoses and hose assemblies
ISO 15371:2024,Ships and marine technology — Fire-extinguishing systems for protection of galley cooking equipment
ISO 16073-9:2020,Wildland firefighting personal protective equipment — Requirements and test methods — Part 9: Firehoods
ISO 21805:2023,"Guidance and recommendations on design, selection and installation of vents to safeguard the structural integrity of enclosures protected by gaseous fire-extinguishing systems"
ISO 5925-1:2007,/Amd 1:2015Fire tests — Smoke-control door and shutter assemblies — Part 1: Ambient- and medium-temperature leakage tests — Amendment 1
ISO 6182-1:2021,Fire protection — Automatic sprinkler systems — Part 1: Requirements and test methods for sprinklers
ISO 6182-17:2020,Fire protection — Automatic sprinkler systems — Part 17: Requirements and test methods for pressure reducing valves
ISO 7240-7:2023,"Fire detection and alarm systems — Part 7: Point-type smoke detectors using scattered light, transmitted light or ionization"
ISO 7240-12:2022,Fire detection and alarm systems — Part 12: Line type smoke detectors using a transmitted optical beam
ISO 7240-13:2020,Fire detection and alarm systems — Part 13: Compatibility assessment of system components
ISO 7240-27:2025,"Fire detection and alarm systems — Part 27: Point type fire detectors using a smoke sensor in combination with a carbon monoxide sensor and, optionally, one or more heat sensors"
ISO 7240-29:2024,Fire detection and alarm systems — Part 29: Video fire detectors
ISO 7240-31:2022,Fire detection and alarm systems — Part 31: Resettable line-type heat detectors
ISO 12239:2021,"Smoke alarms using scattered light, transmitted light or ionization"
ISO 21927-3:2021,Smoke and heat control systems — Part 3: Specifications for powered smoke and heat exhaust ventilators
ISO/IEC 80079-49:2024,"Explosive atmospheres — Part 49: Flame arresters — Performance requirements, test methods and limits for use"
ISO 340:2022,Conveyor belts — Laboratory scale flammability characteristics — Requirements and test method
ISO 871:2022,Plastics — Determination of ignition temperature using a hot-air furnace
ISO 3182:2022,Light measuring system for smoke emission testing
ISO 3582:2000,/Amd 1:2007Flexible cellular polymeric materials — Laboratory assessment of horizontal burning characteristics of small specimens subjected to a small flame — Amendment 1
ISO 4589-4:2021,Plastics — Determination of burning behaviour by oxygen index — Part 4: High gas velocity test
ISO 9038:2025,Determination of sustained combustibility of liquids
ISO 9239-1:2025,Reaction to fire tests for floorings — Part 1: Determination of the burning behaviour using a radiant heat source
ISO 9772:2020,Cellular plastics — Determination of horizontal burning characteristics of small specimens subjected to a small flame
ISO 9773:2024,Plastics — Determination of burning behaviour of thin flexible vertical specimens in contact with a small flame ignition source
ISO 10093:2020,Plastics — Fire tests — Standard ignition sources
ISO 12863:2022,Standard test method for assessing the ignition propensity of cigarettes
ISO 14624-1:2023,Space systems — Safety and compatibility of materials — Part 1: Determination of upward flammability of materials
ISO 14624-2:2023,Space systems — Safety and compatibility of materials — Part 2: Determination of flammability of electrical-wire insulation and accessory materials
ISO 16502-1:2024,Furniture — Assessment of the ignitability of mattresses and upholstered bed bases — Part 1: Ignition source: smouldering cigarette
ISO 16502-2:2024,Furniture — Assessment of the ignitability of mattresses and upholstered bed bases — Part 2: Ignition source: match flame equivalent
ISO 23948:2023,Plastics — Intumescence properties of PVC materials and products — Test method for the measurement of expansion with the cone calorimeter
ISO 23949:2023,Plastics — Application of spread of flame test to plastic pipes
ISO 834-1:2025,Fire-resistance tests — Elements of building construction — Part 1: General requirements
ISO 834-8:2002,/Cor 1:2009Fire-resistance tests — Elements of building construction — Part 8: Specific requirements for non-loadbearing vertical separating elements — Technical Corrigendum 1
ISO 834-9:2003,/Cor 1:2009Fire-resistance tests — Elements of building construction — Part 9: Specific requirements for non-loadbearing ceiling elements — Technical Corrigendum 1
ISO 3008-1:2025,Fire resistance tests — Door and shutter assemblies — Part 1: General requirements
ISO 3008-4:2021,Fire resistance tests — Door and shutter assemblies — Part 4: Linear joint fire seal materials used to seal the gap between a fire door frame and the supporting construction
ISO 5658-2:2006,/Amd 1:2011Reaction to fire tests — Spread of flame — Part 2: Lateral spread on building and transport products in vertical configuration — Amendment 1
ISO 5660-1:2015,"/Amd 1:2019Reaction-to-fire tests — Heat release, smoke production and mass loss rate — Part 1: Heat release rate (cone calorimeter method) and smoke production rate (dynamic measurement) — Amendment 1"
ISO 5925-1:2007,/Amd 1:2015Fire tests — Smoke-control door and shutter assemblies — Part 1: Ambient- and medium-temperature leakage tests — Amendment 1
ISO 6944-1:2024,Fire containment — Elements of building construction — Part 1: Ventilation ducts
ISO 10295-2:2009,/Cor 1:2009Fire tests for building elements and components — Fire testing of service installations — Part 2: Linear joint (gap) seals — Technical Corrigendum 1
ISO 11925-3:1997,/Cor 1:1998Reaction to fire tests — Ignitability of building products subjected to direct impingement of flame — Part 3: Multi-source test — Technical Corrigendum 1
ISO 13784-2:2020,Reaction-to-fire tests for sandwich panel building systems — Part 2: Test method for large rooms
ISO 20902-2:2023,"Fire test procedures for divisional elements that are typically used in oil, gas and petrochemical industries — Part 2: Additional procedures for pipe penetration and cable transit sealing systems"
ISO 21524:2021,Fire resistance tests — Elements of building construction — Requirements for active fire curtains
ISO 21843:2023,Determination of the resistance to hydrocarbon pool fires of fire protection materials and systems for pressure vessels
ISO 21925-2:2021,Fire resistance tests — Fire dampers for air distribution systems — Part 2: Intumescent dampers
ISO 22899-1:2021,Determination of the resistance to jet fires of passive fire protection materials — Part 1: General requirements
ISO 22899-3:2025,Determination of the resistance to jet fires of passive fire protection materials — Part 3: Extended test requirements
